File Number,Date Reported,Year Reported,Month Reported,Housing Block,Street Name,Date Notice Mailed or Given,Type of Complaint,Disposition,File Close Date,Method Submitted,Submitted Online?,Total Fees,Mapped Location
1604010,04/15/2016,2016,4,700 BLOCK,E Park St,04/15/2016,Municipal Waste,Owner Abated,04/23/2016,Not Available,false,0,"700 E Park St
Urbana, IL
(40.117302102, -88.2004739)"
1005124,05/27/2010,2010,5,300 BLOCK,W Green St,05/28/2010,Weeds/Grass,Owner Abated,06/05/2010,Not Available,false,0,"300 W Green St
Urbana, IL
(40.11078624, -88.21041626)"
601003,01/03/2006,2006,1,1300 BLOCK,W Ellis Dr,,Municipal Waste,City Abated,,Not Available,false,0,"1300 W Ellis Dr
Urbana, IL
(40.124096463, -88.225825955)"
1007034,07/15/2010,2010,7,500 BLOCK,E Green St,07/16/2010,Municipal Waste,Owner Abated,07/23/2010,Not Available,false,0,"500 E Green St
Urbana, IL
(40.11088853, -88.20249672)"
410025,10/21/2004,2004,10,1900 BLOCK,N Willow Rd,,Municipal Waste,Owner Abated,,Not Available,false,0,"1900 N Willow Rd
Urbana, IL
(40.130361867, -88.200589401)"
1208035,08/13/2012,2012,8,700 BLOCK,W Michigan Av,08/13/2012,Weeds/Grass,Owner Abated,08/21/2012,Not Available,false,0,"700 W Michigan Av
Urbana, IL
(40.101967187, -88.216010984)"
603010,03/09/2006,2006,3,1000 BLOCK,N Goodwin Ave,,Municipal Waste,Owner Abated,,Not Available,false,0,"1000 N Goodwin Ave
Urbana, IL
(40.121318263, -88.224066307)"
803003,03/13/2008,2008,3,700 BLOCK,W California Av,03/14/2008,Municipal Waste,Owner Abated,03/22/2008,Not Available,false,0,"700 W California Av
Urbana, IL
(40.108356404, -88.216066042)"
1310004,10/07/2013,2013,10,1100 BLOCK,E Florida Av,10/07/2013,Municipal Waste,Owner Abated,10/15/2013,Not Available,false,0,"1100 E Florida Av
Urbana, IL
(40.098437309, -88.195475059)"
808029,08/12/2008,2008,8,800 BLOCK,N Coler Av,08/13/2008,Weeds/Grass,Owner Abated,08/21/2008,Not Available,false,0,"800 N Coler Av
Urbana, IL
(40.119234114, -88.215600218)"
706035,06/12/2007,2007,6,900 BLOCK,N Division St,06/13/2007,Municipal Waste,Owner Abated,06/21/2007,Not Available,false,0,"900 N Division St
Urbana, IL
(40.121258606, -88.205176834)"
21-001661,07/26/2021,2021,7,1000 Block,West Fairview Avenue,07/26/2021,Weeds/Grass,Voluntarily Complied,08/03/2021,Phone,false,0,"1000 West Fairview Avenue
Urbana, IL
(40.120107295, -88.221154907)"
23-003089,10/12/2023,2023,10,1100 Block,North Romine Street,10/12/2023,Weeds/Grass,,,Phone,false,0,"1100 North Romine Street
Urbana, IL
(40.122228214, -88.227086265)"
1705086,05/18/2017,2017,5,900 BLOCK,N Linview Av,05/18/2017,Weeds/Grass,City Abated,05/18/2017,Not Available,false,0,"900 N Linview Av
Urbana, IL
(40.120137302, -88.218065102)"
805088,05/28/2008,2008,5,2900 BLOCK,Beringer CR,05/30/2008,Weeds/Grass,City Abated,06/08/2008,Not Available,false,0,"2900 Beringer CR
Urbana, IL
(40.118130552, -88.168628632)"
1107003,07/05/2011,2011,7,300 BLOCK,E Florida Av,07/06/2011,Weeds/Grass,Owner Abated,07/14/2011,Not Available,false,0,"300 E Florida Av
Urbana, IL
(40.098387311, -88.20483513)"
1404013,04/14/2014,2014,4,1200 BLOCK,E Green St,04/14/2014,Municipal Waste,Owner Abated,04/22/2014,Not Available,false,0,"1200 E Green St
Urbana, IL
(40.111007983, -88.194415955)"
1010024,10/11/2010,2010,10,1900 BLOCK,S Kathryn St,10/12/2010,Weeds/Grass,Owner Abated,10/20/2010,Not Available,false,0,"1900 S Kathryn St
Urbana, IL
(40.09428191, -88.181816157)"
605136,05/25/2006,2006,5,400 BLOCK,E Illinois St,,Weeds/Grass,Owner Abated,,Not Available,false,0,"400 E Illinois St
Urbana, IL
(40.109378609, -88.203606846)"
511004,11/02/2005,2005,11,500 BLOCK,W California Av,,Weeds/Grass,Owner Abated,,Not Available,false,0,"500 W California Av
Urbana, IL
(40.108405588, -88.213217045)"
1006086,06/15/2010,2010,6,600 BLOCK,W Florida Av,06/16/2010,Weeds/Grass,Owner Abated,06/24/2010,Not Available,false,0,"600 W Florida Av
Urbana, IL
(40.098286404, -88.214406109)"
408051,08/18/2004,2004,8,700 BLOCK,W California Ave,,Municipal Waste,Owner Abated,,Not Available,false,0,"700 W California Ave
Urbana, IL
(40.108356404, -88.216066042)"
21-001462,07/01/2021,2021,7,1600 Block,South Wiley Drive,07/01/2021,Municipal Waste,Voluntarily Complied,07/09/2021,Phone,false,0,"1600 South Wiley Drive
Urbana, IL
(40.099133239, -88.197804367)"
606065,06/22/2006,2006,6,1300 BLOCK,W Dublin St,,Municipal Waste,Owner Abated,,Not Available,false,0,"1300 W Dublin St
Urbana, IL
(40.121296249, -88.225806306)"
505111,05/19/2005,2005,5,300 BLOCK,W High St,,Weeds/Grass,Owner Abated,,Not Available,false,0,"300 W High St
Urbana, IL
(40.109966238, -88.210386252)"
607041,07/24/2006,2006,7,100 BLOCK,E Oregon St,,Municipal Waste,Owner Abated,,Not Available,false,0,"100 E Oregon St
Urbana, IL
(40.107687284, -88.20723511)"
408020,08/04/2004,2004,8,1200 BLOCK,E Michigan Ave,,Municipal Waste,Owner Abated,,Not Available,false,0,"1200 E Michigan Ave
Urbana, IL
(40.101663041, -88.194170014)"
704023,04/19/2007,2007,4,1500 BLOCK,N Romine St,04/20/2007,Municipal Waste,City Abated,04/28/2007,Not Available,false,0,"1500 N Romine St
Urbana, IL
(40.126374425, -88.227545748)"
1704003,04/10/2017,2017,4,500 BLOCK,Sunny Ln,04/10/2017,Municipal Waste,Owner Abated,04/18/2017,Not Available,false,0,"500 Sunny Ln
Urbana, IL
(40.108293218, -88.172554398)"
22-003011,09/19/2022,2022,9,700 Block,West Springfield Avenue,09/19/2022,Weeds/Grass,City Abated,12/01/2022,Phone,false,507.5,"700 West Springfield Avenue
Urbana, IL
(40.112851404, -88.216100077)"
21-001977,08/31/2021,2021,8,700 Block,West Elm Street,08/31/2021,Weeds/Grass,Voluntarily Complied,09/13/2021,Phone,false,0,"700 West Elm Street
Urbana, IL
(40.111555979, -88.216086615)"
19-002051,09/24/2019,2019,9,800 Block,East Washington Street,09/24/2019,Weeds/Grass,City Abated,10/16/2019,Phone,false,0,"800 East Washington Street
Urbana, IL
(40.105727937, -88.198975922)"
907051,07/28/2009,2009,7,800 BLOCK,E California Av,07/29/2009,Weeds/Grass,City Abated,08/06/2009,Not Available,false,0,"800 E California Av
Urbana, IL
(40.108597948, -88.198995959)"
1609029,09/15/2016,2016,9,100 BLOCK,W Park St,09/16/2016,Municipal Waste,,09/24/2016,Not Available,false,0,"100 W Park St
Urbana, IL
(40.117272248, -88.207577897)"
1106032,06/07/2011,2011,6,1000 BLOCK,N Berkley Av,06/07/2011,Weeds/Grass,City Abated,06/07/2011,Not Available,false,0,"1000 N Berkley Av
Urbana, IL
(40.121997288, -88.206375111)"
1007012,07/06/2010,2010,7,1200 BLOCK,W Eureka St,07/07/2010,Municipal Waste,Owner Abated,07/15/2010,Not Available,false,0,"1200 W Eureka St
Urbana, IL
(40.125646765, -88.224315601)"
710020,10/04/2007,2007,10,700 BLOCK,W Stoughton St,10/04/2007,Municipal Waste,Owner Abated,10/12/2007,Not Available,false,0,"700 W Stoughton St
Urbana, IL
(40.113226834, -88.216059848)"
1004027,04/28/2010,2010,4,1200 BLOCK,S Anderson St,,Weeds/Grass,Invalid,,Not Available,false,0,"1200 S Anderson St
Urbana, IL
(40.103388668, -88.20007698)"
18-000681,06/25/2018,2018,6,800 Block,N Coler Avenue,06/25/2018,Municipal Waste,Voluntarily Complied,07/03/2018,Phone,false,0,"800 N Coler Avenue
Urbana, IL
(40.119234114, -88.215600218)"
509017,09/06/2005,2005,9,800 BLOCK,W Stoughton,,Weeds/Grass,Owner Abated,,Not Available,false,0,"800 W Stoughton
Urbana, IL
(40.113456135, -88.217761177)"
21-001897,08/20/2021,2021,8,800 Block,"South ""Cottage Grove"" Avenue",08/20/2021,Weeds/Grass,Voluntarily Complied,08/30/2021,Phone,false,0,"800 South Cottage Grove Avenue
Urbana, IL
(40.106879805, -88.195586841)"
811011,11/19/2008,2008,11,800 BLOCK,W Ohio St,11/20/2008,Municipal Waste,City Abated,11/28/2008,Not Available,false,0,"800 W Ohio St
Urbana, IL
(40.103766803, -88.217695539)"
1007024,07/08/2010,2010,7,400 BLOCK,E Michigan Av,07/09/2010,Weeds/Grass,City Abated,07/17/2010,Not Available,false,0,"400 E Michigan Av
Urbana, IL
(40.101902603, -88.203635072)"
1206047,06/25/2012,2012,6,1300 BLOCK,Eastern Dr,06/26/2012,Weeds/Grass,Owner Abated,07/04/2012,Not Available,false,0,"1300 Eastern Dr
Urbana, IL
(40.103823087, -88.193434123)"
1305121,05/16/2013,2013,5,100 BLOCK,E Oregon St,05/16/2013,Weeds/Grass,Owner Abated,05/24/2013,Not Available,false,0,"100 E Oregon St
Urbana, IL
(40.107687284, -88.20723511)"
1308040,08/29/2013,2013,8,900 BLOCK,E Oregon ST,08/29/2013,Weeds/Grass,Owner Abated,09/06/2013,Not Available,false,0,"900 E Oregon ST
Urbana, IL
(40.10778728, -88.19785509)"
408025,08/05/2004,2004,8,2200 BLOCK,E Washington,,Weeds/Grass,Owner Abated,,Not Available,false,0,"2200 E Washington
Urbana, IL
(40.10577216, -88.179484036)"
19-001136,06/09/2019,2019,6,900 Block,East Scovill Street,,,Unfounded,06/13/2019,Internet,true,0,"900 East Scovill Street
Urbana, IL
(40.085472354, -88.197493206)"
1103018,03/21/2011,2011,3,400 BLOCK,W Elm St,03/22/2011,Municipal Waste,Owner Abated,03/30/2011,Not Available,false,0,"400 W Elm St
Urbana, IL
(40.111606751, -88.211865599)"
1410014,10/14/2014,2014,10,3200 BLOCK,Fawn Hill Ct.,10/14/2014,Weeds/Grass,Owner Abated,10/22/2014,Not Available,false,0,"3200 Fawn Hill Ct
Urbana, IL
(40.077832129, -88.189615872)"
18-000526,05/16/2018,2018,5,1600 Block,S Wiley Drive,05/16/2018,Weeds/Grass,Voluntarily Complied,10/31/2018,City Staff Reported,false,0,"1600 S Wiley Drive
Urbana, IL
(40.099133239, -88.197804367)"
1108071,08/30/2011,2011,8,900 BLOCK,E Main St,08/31/2011,Weeds/Grass,Owner Abated,09/08/2011,Not Available,false,0,"900 E Main St
Urbana, IL
(40.113035827, -88.197763204)"
903035,03/16/2009,2009,3,1400 BLOCK,E Briarcliff Dr,03/17/2009,Weeds/Grass,Owner Abated,03/25/2009,Not Available,false,0,"1400 E Briarcliff Dr
Urbana, IL
(40.100155838, -88.192007072)"
23-001409,05/18/2023,2023,5,1600 Block,East Briarcliff Drive,05/18/2023,Weeds/Grass,Voluntarily Complied,05/30/2023,Phone,false,0,"1600 East Briarcliff Drive
Urbana, IL
(40.099713953, -88.189564169)"
22-001270,05/17/2022,2022,5,1200 Block,West Church Street,05/17/2022,Weeds/Grass,Voluntarily Complied,05/25/2022,Phone,false,0,"1200 West Church Street
Urbana, IL
(40.118350878, -88.224119964)"
1206037,06/13/2012,2012,6,900 BLOCK,S Race St,06/14/2012,Weeds/Grass,Owner Abated,06/22/2012,Not Available,false,0,"900 S Race St
Urbana, IL
(40.105361007, -88.209388986)"
1503012,03/16/2015,2015,3,1200 BLOCK,W Beslin St,03/16/2015,Municipal Waste,Owner Abated,03/24/2015,Not Available,false,0,"1200 W Beslin St
Urbana, IL
(40.120347311, -88.224184965)"
807054,07/29/2008,2008,7,400 BLOCK,W Green St,07/30/2008,Weeds/Grass,Owner Abated,08/07/2008,Not Available,false,0,"400 W Green St
Urbana, IL
(40.110765647, -88.211857023)"
1708039,08/28/2017,2017,8,600 BLOCK,S Cottage Grove Av,08/28/2017,Weeds/Grass,Owner Abated,09/05/2017,Not Available,false,0,"600 S Cottage Grove Av
Urbana, IL
(40.108493807, -88.195603619)"
603014,03/13/2006,2006,3,1400 BLOCK,S Adams St,,Weeds/Grass,City Abated,,Not Available,false,0,"1400 S Adams St
Urbana, IL
(40.099499054, -88.188025437)"
19-000800,05/07/2019,2019,5,2200 Block,West Fletcher Street,05/07/2019,Weeds/Grass,City Abated,06/03/2019,Phone,false,266,"2200 West Fletcher Street
Urbana, IL
(40.089843779, -88.192723757)"
18-036226,10/03/2018,2018,10,1400 Block,South Wiley Drive,,Weeds/Grass,City Abated,10/31/2018,City Staff Reported,false,702,"1400 South Wiley Drive
Urbana, IL
(40.100611202, -88.197655189)"
19-001896,09/05/2019,2019,9,100 Block,North Webber Street,09/05/2019,Weeds/Grass,Voluntarily Complied,09/13/2019,Phone,false,0,"100 North Webber Street
Urbana, IL
(40.113038009, -88.199136043)"
1705046,05/15/2017,2017,5,2000 BLOCK,E Country Squire Dr,05/15/2017,Weeds/Grass,City Abated,05/23/2017,Not Available,false,0,"2000 E Country Squire Dr
Urbana, IL
(40.102499008, -88.183354681)"
310021,10/10/2003,2003,10,100 BLOCK,S Glover Av,,Weeds/Grass,Owner Abated,,Not Available,false,0,"100 S Glover Av
Urbana, IL
(40.11291373, -88.19334382)"
19-002256,10/21/2019,2019,10,400 Block,South Vine Street,,Weeds/Grass,Void,10/21/2019,Phone,false,0,"400 South Vine Street
Urbana, IL
(40.110010994, -88.204601998)"
18-000604,06/01/2018,2018,6,600 Block,E Florida Avenue,06/01/2018,Municipal Waste,Voluntarily Complied,06/11/2018,Phone,false,0,"600 E Florida Avenue
Urbana, IL
(40.098407942, -88.201155986)"
812008,12/10/2008,2008,12,2200 BLOCK,Easy St,12/11/2008,Weeds/Grass,Owner Abated,12/19/2008,Not Available,false,0,"2200 Easy St
Urbana, IL
(40.104914498, -88.179378921)"
804001,04/02/2008,2008,4,1300 BLOCK,W Eureka St,04/02/2008,Municipal Waste,Owner Abated,04/10/2008,Not Available,false,0,"1300 W Eureka St
Urbana, IL
(40.125635322, -88.225886482)"
21-001181,06/01/2021,2021,6,400 Block,West Main Street,,,,,Email,false,0,"400 West Main Street
Urbana, IL
(40.113114679, -88.211491139)"
609018,09/13/2006,2006,9,700 BLOCK,W Illinois St,,Municipal Waste,Owner Abated,,Not Available,false,0,"700 W Illinois St
Urbana, IL
(40.10930398, -88.216247982)"
408066,08/24/2004,2004,8,800 BLOCK,S Busey Ave,,Municipal Waste,Owner Abated,,Not Available,false,0,"800 S Busey Ave
Urbana, IL
(40.106443144, -88.217584494)"
20-000984,06/05/2020,2020,6,1800 Block,"East ""Eagle Ridge"" Road",06/05/2020,Weeds/Grass,Voluntarily Complied,06/15/2020,Phone,false,0,"1800 East Eagle Ridge Road
Urbana, IL
(40.089852278, -88.186742043)"
22-000553,03/15/2022,2022,3,200 Block,South Hartle Avenue,03/15/2022,Weeds/Grass,Voluntarily Complied,03/23/2022,Phone,false,0,"200 South Hartle Avenue
Urbana, IL
(40.111760734, -88.192100337)"
508050,08/11/2005,2005,8,700 BLOCK,Western Av,,Municipal Waste,Owner Abated,,Not Available,false,0,"700 Western Av
Urbana, IL
(40.112296417, -88.216106009)"
904015,04/14/2009,2009,4,400 BLOCK,E Main St,04/14/2009,Municipal Waste,Owner Abated,04/22/2009,Not Available,false,0,"400 E Main St
Urbana, IL
(40.112608305, -88.203733001)"
304053,04/29/2003,2003,4,600 BLOCK,E Elm St,,Municipal Waste,Owner Abated,,Not Available,false,0,"600 E Elm St
Urbana, IL
(40.111828698, -88.201326962)"
1508045,08/20/2015,2015,8,100 BLOCK,S Grove St,08/20/2015,Weeds/Grass,Owner Abated,08/28/2015,Not Available,false,0,"100 S Grove St
Urbana, IL
(40.112823894, -88.201353584)"
20-000211,02/10/2020,2020,2,1200 Block,East Pennsylvania Avenue,02/10/2020,Municipal Waste,City Abated,03/16/2020,Phone,false,630,"1200 East Pennsylvania Avenue
Urbana, IL
(40.100073336, -88.194325234)"
22-002117,06/27/2022,2022,6,1000 Block,West Hill Street,,Municipal Waste,Voluntarily Complied,10/04/2022,Phone,false,0,"1000 West Hill Street
Urbana, IL
(40.119257286, -88.221114925)"
1207016,07/11/2012,2012,7,600 BLOCK,S Glover Av,07/12/2012,Weeds/Grass,City Abated,07/20/2012,Not Available,false,0,"600 S Glover Av
Urbana, IL
(40.108578265, -88.193249939)"
21-002622,11/03/2021,2021,11,800 Block,East Green Street,11/04/2021,Weeds/Grass,Voluntarily Complied,01/04/2022,Phone,false,0,"800 East Green Street
Urbana, IL
(40.110948414, -88.199066585)"
705009,05/02/2007,2007,5,200 BLOCK,S Cottage Grove Av,05/03/2007,Municipal Waste,City Abated,05/11/2007,Not Available,false,0,"200 S Cottage Grove Av
Urbana, IL
(40.111950826, -88.195685003)"
1105114,05/24/2011,2011,5,1700 BLOCK,S Vine St,05/25/2011,Municipal Waste,Owner Abated,06/02/2011,Not Available,false,0,"1700 S Vine St
Urbana, IL
(40.09827272, -88.204835131)"
909006,09/03/2009,2009,9,700 BLOCK,E Colorado Av,09/04/2009,Municipal Waste,City Abated,09/12/2009,Not Available,false,0,"700 E Colorado Av
Urbana, IL
(40.094767815, -88.198545792)"
508084,08/23/2005,2005,8,700 BLOCK,W Illinois St,,Weeds/Grass,Owner Abated,,Not Available,false,0,"700 W Illinois St
Urbana, IL
(40.10930398, -88.216247982)"
705006,05/01/2007,2007,5,400 BLOCK,N Race St,05/02/2007,Weeds/Grass,City Abated,05/10/2007,Not Available,false,0,"400 N Race St
Urbana, IL
(40.115028401, -88.208906615)"
1309019,09/11/2013,2013,9,800 BLOCK,W Fairview Av,09/11/2013,Municipal Waste,Owner Abated,09/19/2013,Not Available,false,0,"800 W Fairview Av
Urbana, IL
(40.120291985, -88.217697967)"
19-000002,01/02/2019,2019,1,300 Block,East Thompson Street,01/02/2019,Municipal Waste,Voluntarily Complied,01/16/2019,Phone,false,0,"300 East Thompson Street
Urbana, IL
(40.125996666, -88.20528422)"
409028,09/08/2004,2004,9,1100 BLOCK,S Lanore,,Weeds/Grass,Owner Abated,,Not Available,false,0,"1100 S Lanore
Urbana, IL
(40.103773967, -88.18651345)"
508127,08/31/2005,2005,8,600 BLOCK,S Poplar St,,Weeds/Grass,Owner Abated,,Not Available,false,0,"600 S Poplar St
Urbana, IL
(40.108572786, -88.194397686)"
1507048,07/23/2015,2015,7,200 BLOCK,W Main St,07/23/2015,Municipal Waste,Owner Abated,07/31/2015,Not Available,false,0,"200 W Main St
Urbana, IL
(40.112486123, -88.209006428)"
905103,05/27/2009,2009,5,100 BLOCK,N Webber St,05/28/2009,Weeds/Grass,Owner Abated,06/05/2009,Not Available,false,0,"100 N Webber St
Urbana, IL
(40.113038009, -88.199136043)"
19-001298,06/27/2019,2019,6,2600 Block,South Lynn Street,06/27/2019,Weeds/Grass,Voluntarily Complied,07/08/2019,Phone,false,0,"2600 South Lynn Street
Urbana, IL
(40.084216466, -88.19640052)"
404011,04/13/2004,2004,4,500 BLOCK,S Coler Av,,Municipal Waste,City Abated,,Not Available,false,0,"500 S Coler Av
Urbana, IL
(40.109082693, -88.215915073)"
502029,02/28/2005,2005,2,1200 BLOCK,E Michigan Ave,,Municipal Waste,Owner Abated,,Not Available,false,0,"1200 E Michigan Ave
Urbana, IL
(40.101663041, -88.194170014)"
1110027,10/19/2011,2011,10,1100 BLOCK,E Willard St,10/20/2011,Municipal Waste,Owner Abated,10/28/2011,Not Available,false,0,"1100 E Willard St
Urbana, IL
(40.084504988, -88.195145032)"
509033,09/14/2005,2005,9,400 BLOCK,W Green St,,Weeds/Grass,Owner Abated,,Not Available,false,0,"400 W Green St
Urbana, IL
(40.110765647, -88.211857023)"
1705037,05/11/2017,2017,5,900 BLOCK,N Gregory St,05/11/2017,Weeds/Grass,Owner Abated,05/19/2017,Not Available,false,0,"900 N Gregory St
Urbana, IL
(40.12010762, -88.221005483)"
21-002560,10/27/2021,2021,10,1800 Block,South Vine Street,10/27/2021,Weeds/Grass,Voluntarily Complied,11/04/2021,Phone,false,0,"1800 South Vine Street
Urbana, IL
(40.096444195, -88.204823169)"
605080,05/11/2006,2006,5,600 BLOCK,S Race St,,Municipal Waste,Owner Abated,,Not Available,false,0,"600 S Race St
Urbana, IL
(40.108353262, -88.208764348)"
1405066,05/22/2014,2014,5,400 BLOCK,E Elm St,05/22/2014,Weeds/Grass,Owner Abated,05/30/2014,Not Available,false,0,"400 E Elm St
Urbana, IL
(40.11178859, -88.203656848)"
908038,08/17/2009,2009,8,1000 BLOCK,S Smith Rd,08/18/2009,Weeds/Grass,Owner Abated,08/26/2009,Not Available,false,0,"1000 S Smith Rd
Urbana, IL
(40.104519082, -88.176257515)"
1408087,08/25/2014,2014,8,300 BLOCK,W California Av,08/25/2014,Weeds/Grass,Owner Abated,09/02/2014,Not Available,false,0,"300 W California Av
Urbana, IL
(40.10842674, -88.210385603)"
1702007,02/16/2017,2017,2,1200 BLOCK,N Linview Av,02/16/2017,Municipal Waste,Owner Abated,02/24/2017,Not Available,false,0,"1200 N Linview Av
Urbana, IL
(40.122765165, -88.218091223)"
608071,08/23/2006,2006,8,100 BLOCK,S Cottage Grove Av,,Weeds/Grass,Owner Abated,,Not Available,false,0,"100 S Cottage Grove Av
Urbana, IL
(40.112913154, -88.195694506)"
19-001173,06/13/2019,2019,6,200 Block,South Grove Street,06/13/2019,Weeds/Grass,Voluntarily Complied,06/21/2019,Phone,false,0,"200 South Grove Street
Urbana, IL
(40.111713686, -88.201323874)"
21-001476,07/06/2021,2021,7,1 Block,Illini Circle,07/06/2021,Weeds/Grass,City Abated,01/04/2022,Phone,false,382.5,"1 Illini Circle
Urbana, IL
(40.092111984, -88.20844904)"
23-003689,12/15/2023,2023,12,1300 Block,East Briarcliff Drive,12/15/2023,Municipal Waste,,,Phone,false,0,"1300 East Briarcliff Drive
Urbana, IL
(40.100570697, -88.193065821)"
23-000965,04/24/2023,2023,4,700 Block,"South ""Cottage Grove"" Avenue",04/24/2023,Weeds/Grass,Voluntarily Complied,05/08/2023,Phone,false,0,"700 South Cottage Grove Avenue
Urbana, IL
(40.107702172, -88.195585796)"
1005085,05/19/2010,2010,5,800 BLOCK,E Oregon St,05/20/2010,Weeds/Grass,Owner Abated,05/28/2010,Not Available,false,0,"800 E Oregon St
Urbana, IL
(40.107777957, -88.198995975)"
1302016,02/18/2013,2013,2,500 BLOCK,E Green St,02/19/2013,Municipal Waste,Owner Abated,02/27/2013,Not Available,false,0,"500 E Green St
Urbana, IL
(40.11088853, -88.20249672)"
908036,08/17/2009,2009,8,600 BLOCK,W Green St,08/18/2009,Municipal Waste,Owner Abated,08/26/2009,Not Available,false,0,"600 W Green St
Urbana, IL
(40.110716251, -88.214626239)"
606034,06/12/2006,2006,6,400 BLOCK,E Kerr Av,,Municipal Waste,Owner Abated,,Not Available,false,0,"400 E Kerr Av
Urbana, IL
(40.122047286, -88.204254987)"
19-001278,06/25/2019,2019,6,800 Block,East Main Street,06/25/2019,Weeds/Grass,Voluntarily Complied,07/03/2019,Internet,false,0,"800 East Main Street
Urbana, IL
(40.113037285, -88.199135085)"
1605001,05/02/2016,2016,5,1100 BLOCK,W Fairview Av,05/02/2016,Weeds/Grass,Owner Abated,05/10/2016,Not Available,false,0,"1100 W Fairview Av
Urbana, IL
(40.120105858, -88.222076738)"
1506056,06/17/2015,2015,6,1100 BLOCK,S Webber St,06/17/2015,Weeds/Grass,Owner Abated,06/25/2015,Not Available,false,0,"1100 S Webber St
Urbana, IL
(40.104105904, -88.198968474)"
