,File Number,Date Reported,Year Reported,Month Reported,Housing Block,Street Name,Date Notice Mailed or Given,Type of Complaint,Disposition,File Close Date,Method Submitted,Submitted Online?,Total Fees,Mapped Location,Latitude,Longitude
5920,23-001295,05/15/2023,2023,5,1300 Block,South Philo Road,05/15/2023,Weeds/Grass,Voluntarily Complied,05/23/2023,Phone,False,0.0,"1300 South Philo Road
Urbana, IL
(40.101603251, -88.190684451)",40.101603251,-88.190684451
5921,21-002278,09/29/2021,2021,9,300 Block,East Colorado Avenue,09/29/2021,Weeds/Grass,Voluntarily Complied,10/07/2021,Phone,False,0.0,"300 East Colorado Avenue
Urbana, IL
(40.094737286, -88.204785094)",40.094737286,-88.204785094
5922,1407030,07/24/2014,2014,7,200 BLOCK,N Busey Av,07/24/2014,Weeds/Grass,Owner Abated,08/01/2014,Not Available,False,0.0,"200 N Busey Av
Urbana, IL
(40.113435512, -88.217612328)",40.113435512,-88.217612328
5924,1508026,08/11/2015,2015,8,700 BLOCK,W Nevada St,08/11/2015,Municipal Waste,Owner Abated,08/19/2015,Not Available,False,0.0,"700 W Nevada St
Urbana, IL
(40.106576405, -88.216066063)",40.106576405,-88.216066063
5927,20-001356,07/20/2020,2020,7,500 Block,West Oregon Street,07/20/2020,Municipal Waste,Voluntarily Complied,07/28/2020,Phone,False,0.0,"500 West Oregon Street
Urbana, IL
(40.107575599, -88.213207086)",40.107575599,-88.213207086
5929,1305112,05/16/2013,2013,5,1200 BLOCK,S Lanore Dr,05/16/2013,Weeds/Grass,Owner Abated,05/24/2013,Not Available,False,0.0,"1200 S Lanore Dr
Urbana, IL
(40.101654282, -88.186453136)",40.101654282,-88.186453136
5930,1305056,05/10/2013,2013,5,900 BLOCK,N Linview Av,05/10/2013,Weeds/Grass,Owner Abated,05/18/2013,Not Available,False,0.0,"900 N Linview Av
Urbana, IL
(40.120137302, -88.218065102)",40.120137302,-88.218065102
5931,1402003,02/10/2014,2014,2,1200 BLOCK,W Green St,02/10/2014,Snow Removal,Owner Abated,02/11/2014,Not Available,False,0.0,"1200 W Green St
Urbana, IL
(40.110566855, -88.223985464)",40.110566855,-88.223985464
5933,1106061,06/23/2011,2011,6,1100 BLOCK,Country Squire Dr,06/23/2011,Weeds/Grass,City Abated,07/01/2011,Not Available,False,0.0,"1100 Country Squire Dr
Urbana, IL
(40.103773942, -88.185513519)",40.103773942,-88.185513519
5934,1705058,05/16/2017,2017,5,200 BLOCK,S Cottage Grove Av,05/16/2017,Municipal Waste,Owner Abated,05/24/2017,Not Available,False,0.0,"200 S Cottage Grove Av
Urbana, IL
(40.111950826, -88.195685003)",40.111950826,-88.195685003
5935,1406059,06/23/2014,2014,6,600 BLOCK,W Illinois St,06/23/2014,Weeds/Grass,Owner Abated,07/01/2014,Not Available,False,0.0,"600 W Illinois St
Urbana, IL
(40.109206791, -88.214585568)",40.109206791,-88.214585568
5939,1205111,05/29/2012,2012,5,1200 BLOCK,W Belsin St,05/30/2012,Municipal Waste,Owner Abated,06/07/2012,Not Available,False,0.0,"1200 W Belsin St
Urbana, IL
(40.120347311, -88.224184965)",40.120347311,-88.224184965
5942,706083,06/29/2007,2007,6,1300 BLOCK,W Beech St,06/29/2007,Weeds/Grass,Owner Abated,07/07/2007,Not Available,False,0.0,"1300 W Beech St
Urbana, IL
(40.122227288, -88.225824887)",40.122227288,-88.225824887
5944,707056,07/24/2007,2007,7,900 BLOCK,E Delaware Av,07/25/2007,Weeds/Grass,City Abated,08/02/2007,Not Available,False,0.0,"900 E Delaware Av
Urbana, IL
(40.099248251, -88.197806331)",40.099248251,-88.197806331
5945,805079,05/22/2008,2008,5,1500 BLOCK,S Montgomery St,05/23/2008,Municipal Waste,City Abated,05/31/2008,Not Available,False,0.0,"1500 S Montgomery St
Urbana, IL
(40.099997097, -88.173709564)",40.099997097,-88.173709564
5946,21-000838,04/28/2021,2021,4,600 Block,South Busey Avenue,04/28/2021,Municipal Waste,Voluntarily Complied,05/06/2021,Phone,False,0.0,"600 South Busey Avenue
Urbana, IL
(40.108223226, -88.217614423)",40.108223226,-88.217614423
5947,1604019,04/25/2016,2016,4,1400 BLOCK,W Eads St,04/25/2016,Weeds/Grass,Owner Abated,05/03/2016,Not Available,False,0.0,"1400 W Eads St
Urbana, IL
(40.123167276, -88.227254924)",40.123167276,-88.227254924
5950,23-001484,05/23/2023,2023,5,700 Block,South Wabash Avenue,05/23/2023,Weeds/Grass,City Abated,08/30/2023,Phone,False,310.5,"700 South Wabash Avenue
Urbana, IL
(40.10767355, -88.196573983)",40.10767355,-88.196573983
5952,1607032,07/27/2016,2016,7,1400 BLOCK,E Michigan Av,07/27/2016,Municipal Waste,Owner Abated,08/04/2016,Not Available,False,0.0,"1400 E Michigan Av
Urbana, IL
(40.101732473, -88.191813257)",40.101732473,-88.191813257
5955,1207009,07/03/2012,2012,7,1500 BLOCK,E Washington St,07/05/2012,Municipal Waste,Owner Abated,07/13/2012,Not Available,False,0.0,"1500 E Washington St
Urbana, IL
(40.105727302, -88.190036395)",40.105727302,-88.190036395
5956,1605006,05/03/2016,2016,5,600 BLOCK,S Cottage Grove Av,05/03/2016,Weeds/Grass,Owner Abated,05/11/2016,Not Available,False,0.0,"600 S Cottage Grove Av
Urbana, IL
(40.108493807, -88.195603619)",40.108493807,-88.195603619
5958,22-002606,08/12/2022,2022,8,700 Block,West Washington Street,08/12/2022,Municipal Waste,Voluntarily Complied,08/22/2022,Phone,False,0.0,"700 West Washington Street
Urbana, IL
(40.105606861, -88.216065485)",40.105606861,-88.216065485
5959,21-002352,10/04/2021,2021,10,2300 Block,"East ""Lantern Hill"" Drive",10/04/2021,Municipal Waste,Voluntarily Complied,10/12/2021,Phone,False,0.0,"2300 East Lantern Hill Drive
Urbana, IL
(40.104808173, -88.178062718)",40.104808173,-88.178062718
5962,20-001923,09/22/2020,2020,9,900 Block,South Lanore Drive,09/22/2020,Municipal Waste,Voluntarily Complied,11/17/2020,Phone,False,0.0,"900 South Lanore Drive
Urbana, IL
(40.105623882, -88.186563557)",40.105623882,-88.186563557
5964,23-001758,06/15/2023,2023,6,100 Block,"South ""Cottage Grove"" Avenue",06/15/2023,Weeds/Grass,Voluntarily Complied,06/23/2023,Phone,False,0.0,"100 South Cottage Grove Avenue
Urbana, IL
(40.112913154, -88.195694506)",40.112913154,-88.195694506
5966,1608066,08/29/2016,2016,8,1400 BLOCK,W Beslin St,08/29/2016,Weeds/Grass,City Abated,09/06/2016,Not Available,False,0.0,"1400 W Beslin St
Urbana, IL
(40.120336848, -88.227205544)",40.120336848,-88.227205544
5967,1007049,07/22/2010,2010,7,700 BLOCK,W Illinois St,07/23/2010,Municipal Waste,Owner Abated,07/31/2010,Not Available,False,0.0,"700 W Illinois St
Urbana, IL
(40.10930398, -88.216247982)",40.10930398,-88.216247982
5968,1305072,05/14/2013,2013,5,900 BLOCK,S Race St,05/14/2013,Weeds/Grass,Owner Abated,05/22/2013,Not Available,False,0.0,"900 S Race St
Urbana, IL
(40.105361007, -88.209388986)",40.105361007,-88.209388986
5970,1508067,08/31/2015,2015,8,800 BLOCK,W Nevada St,08/31/2015,Municipal Waste,Owner Abated,09/08/2015,Not Available,False,0.0,"800 W Nevada St
Urbana, IL
(40.106555849, -88.217736731)",40.106555849,-88.217736731
5974,808005,08/01/2008,2008,8,200 BLOCK,E Pennsylvania Av,08/04/2008,Weeds/Grass,Owner Abated,08/12/2008,Not Available,False,0.0,"200 E Pennsylvania Av
Urbana, IL
(40.100822428, -88.206045925)",40.100822428,-88.206045925
5975,708115,08/30/2007,2007,8,400 BLOCK,W Elm St,08/30/2007,Weeds/Grass,City Abated,09/12/2007,Not Available,False,0.0,"400 W Elm St
Urbana, IL
(40.111606751, -88.211865599)",40.111606751,-88.211865599
5976,21-002897,12/15/2021,2021,12,2200 Block,South Philo Road,12/28/2021,Municipal Waste,Voluntarily Complied,01/04/2022,Phone,False,0.0,"2200 South Philo Road
Urbana, IL
(40.08822999, -88.189936014)",40.08822999,-88.189936014
5977,908081,08/31/2009,2009,8,1100 BLOCK,S Race St,09/01/2009,Weeds/Grass,City Abated,09/09/2009,Not Available,False,0.0,"1100 S Race St
Urbana, IL
(40.102802237, -88.209555696)",40.102802237,-88.209555696
5978,703018,03/14/2007,2007,3,700 BLOCK,E University Av,03/15/2007,Municipal Waste,Owner Abated,03/23/2007,Not Available,False,0.0,"700 E University Av
Urbana, IL
(40.116378041, -88.200496019)",40.116378041,-88.200496019
5980,1005048,05/12/2010,2010,5,1400 BLOCK,S Curtiss Rd,05/13/2010,Weeds/Grass,City Abated,05/21/2010,Not Available,False,0.0,"1400 S Curtiss Rd
Urbana, IL
(40.101675927, -88.184591116)",40.101675927,-88.184591116
5981,1309013,09/09/2013,2013,9,200 BLOCK,E Holmes St,09/06/2013,Municipal Waste,City Abated,09/17/2013,Not Available,False,0.0,"200 E Holmes St
Urbana, IL
(40.088838155, -88.206456238)",40.088838155,-88.206456238
5982,21-002691,11/15/2021,2021,11,700 Block,West California Avenue,11/15/2021,Municipal Waste,Voluntarily Complied,11/23/2021,Phone,False,0.0,"700 West California Avenue
Urbana, IL
(40.108356404, -88.216066042)",40.108356404,-88.216066042
5983,21-001592,07/19/2021,2021,7,600 Block,East California Avenue,07/19/2021,Municipal Waste,Voluntarily Complied,01/04/2022,Phone,False,0.0,"600 East California Avenue
Urbana, IL
(40.108587981, -88.20124598)",40.108587981,-88.20124598
5984,20-000830,05/20/2020,2020,5,1000 Block,North Cunningham Avenue,05/20/2020,Weeds/Grass,Voluntarily Complied,05/28/2020,Phone,False,0.0,"1000 North Cunningham Avenue
Urbana, IL
(40.12205588, -88.201835006)",40.12205588,-88.201835006
5985,1705066,05/18/2017,2017,5,700 BLOCK,N Broadway Av,05/18/2017,Weeds/Grass,Owner Abated,05/26/2017,Not Available,False,0.0,"700 N Broadway Av
Urbana, IL
(40.118919163, -88.2074976)",40.118919163,-88.2074976
5987,22-002725,08/24/2022,2022,8,1000 Block,North Berkley Avenue,08/24/2022,Weeds/Grass,Voluntarily Complied,09/01/2022,Phone,False,0.0,"1000 North Berkley Avenue
Urbana, IL
(40.121997288, -88.206375111)",40.121997288,-88.206375111
5988,18-036524,12/13/2018,2018,12,200 Block,"South ""Cottage Grove"" Avenue",12/13/2018,Municipal Waste,Voluntarily Complied,12/21/2018,Phone,False,0.0,"200 South Cottage Grove Avenue
Urbana, IL
(40.111950826, -88.195685003)",40.111950826,-88.195685003
5989,1605082,05/17/2016,2016,5,700 BLOCK,W Green St,05/17/2016,Weeds/Grass,Owner Abated,05/25/2016,Not Available,False,0.0,"700 W Green St
Urbana, IL
(40.110696445, -88.216066015)",40.110696445,-88.216066015
5990,1109070,09/22/2011,2011,9,1000 BLOCK,N Berkley Av,09/22/2011,Weeds/Grass,City Abated,09/22/2011,Not Available,False,0.0,"1000 N Berkley Av
Urbana, IL
(40.121997288, -88.206375111)",40.121997288,-88.206375111
5991,20-002320,11/18/2020,2020,11,1400 Block,East Fairlawn Drive,11/18/2020,Municipal Waste,Voluntarily Complied,12/01/2020,Internet,False,0.0,"1400 East Fairlawn Drive
Urbana, IL
(40.102485713, -88.191683103)",40.102485713,-88.191683103
5993,20-002139,10/21/2020,2020,10,800 Block,West Ohio Street,10/21/2020,Municipal Waste,Voluntarily Complied,11/05/2020,Phone,False,0.0,"800 West Ohio Street
Urbana, IL
(40.103766803, -88.217695539)",40.103766803,-88.217695539
5994,21-001259,06/09/2021,2021,6,900 Block,South Busey Avenue,06/09/2021,Weeds/Grass,Voluntarily Complied,06/17/2021,Phone,False,0.0,"900 South Busey Avenue
Urbana, IL
(40.105484427, -88.21757293)",40.105484427,-88.21757293
5995,1505050,05/13/2015,2015,5,400 BLOCK,E Elm St,05/13/2015,Weeds/Grass,Owner Abated,05/21/2015,Not Available,False,0.0,"400 E Elm St
Urbana, IL
(40.11178859, -88.203656848)",40.11178859,-88.203656848
5996,1105102,05/23/2011,2011,5,1700 BLOCK,E Briarcliff Dr,05/24/2011,Municipal Waste,Owner Abated,06/01/2011,Not Available,False,0.0,"1700 E Briarcliff Dr
Urbana, IL
(40.09903389, -88.188584155)",40.09903389,-88.188584155
5997,1205009,05/02/2012,2012,5,800 BLOCK,N Coler Av,05/03/2012,Weeds/Grass,Owner Abated,05/11/2012,Not Available,False,0.0,"800 N Coler Av
Urbana, IL
(40.119234114, -88.215600218)",40.119234114,-88.215600218
5998,21-000945,05/11/2021,2021,5,400 Block,East Kerr Avenue,05/11/2021,Weeds/Grass,Voluntarily Complied,05/19/2021,Phone,False,0.0,"400 East Kerr Avenue
Urbana, IL
(40.122047286, -88.204254987)",40.122047286,-88.204254987
5999,1311003,11/07/2013,2013,11,2400 BLOCK,B Whitson Cir,11/07/2013,Municipal Waste,Owner Abated,11/15/2013,Not Available,False,0.0,"2400 B Whitson Cir
Urbana, IL
(40.086509323, -88.192175955)",40.086509323,-88.192175955
6002,19-001371,07/08/2019,2019,7,700 Block,West Iowa Street,07/08/2019,Weeds/Grass,Voluntarily Complied,07/16/2019,Phone,False,0.0,"700 West Iowa Street
Urbana, IL
(40.1047272, -88.21603117)",40.1047272,-88.21603117
6003,1408094,08/26/2014,2014,8,1300 BLOCK,E Silver St,08/26/2014,Municipal Waste,Owner Abated,09/03/2014,Not Available,False,0.0,"1300 E Silver St
Urbana, IL
(40.091547301, -88.192955131)",40.091547301,-88.192955131
6004,20-000756,05/13/2020,2020,5,600 Block,West Oregon Street,05/13/2020,Weeds/Grass,Voluntarily Complied,05/28/2020,Phone,False,0.0,"600 West Oregon Street
Urbana, IL
(40.107683004, -88.214577971)",40.107683004,-88.214577971
6005,1008043,08/16/2010,2010,8,500 BLOCK,W High St,08/16/2010,Municipal Waste,Owner Abated,08/19/2010,Not Available,False,0.0,"500 W High St
Urbana, IL
(40.109926211, -88.21322635)",40.109926211,-88.21322635
6006,705104,05/24/2007,2007,5,600 BLOCK,E Main St,05/24/2007,Weeds/Grass,Owner Abated,06/01/2007,Not Available,False,0.0,"600 E Main St
Urbana, IL
(40.113854013, -88.200887976)",40.113854013,-88.200887976
6009,708025,08/09/2007,2007,8,200 BLOCK,E Michigan Av,08/09/2007,Weeds/Grass,City Abated,08/17/2007,Not Available,False,0.0,"200 E Michigan Av
Urbana, IL
(40.102062918, -88.206092468)",40.102062918,-88.206092468
6010,1205056,05/09/2012,2012,5,900 BLOCK,N Broadway Av,05/09/2012,Weeds/Grass,Owner Abated,05/17/2012,Not Available,False,0.0,"900 N Broadway Av
Urbana, IL
(40.120429086, -88.207545059)",40.120429086,-88.207545059
6011,902003,02/02/2009,2009,2,1100 BLOCK,E Florida Av,02/03/2009,Weeds/Grass,Owner Abated,02/11/2009,Not Available,False,0.0,"1100 E Florida Av
Urbana, IL
(40.098437309, -88.195475059)",40.098437309,-88.195475059
6012,1605106,05/23/2016,2016,5,1200 BLOCK,S Anderson St,05/23/2016,Weeds/Grass,Owner Abated,05/31/2016,Not Available,False,0.0,"1200 S Anderson St
Urbana, IL
(40.103388668, -88.20007698)",40.103388668,-88.20007698
6013,1305142,05/22/2013,2013,5,900 BLOCK,E Michigan Av,05/22/2013,Weeds/Grass,Owner Abated,05/30/2013,Not Available,False,0.0,"900 E Michigan Av
Urbana, IL
(40.10167734, -88.197824421)",40.10167734,-88.197824421
6014,1009014,09/13/2010,2010,9,1600 BLOCK,S Hillside Dr,09/14/2010,Weeds/Grass,Owner Abated,09/22/2010,Not Available,False,0.0,"1600 S Hillside Dr
Urbana, IL
(40.099581414, -88.180226807)",40.099581414,-88.180226807
6015,907049,07/27/2009,2009,7,1500 BLOCK,S Rutledge Dr,07/28/2009,Weeds/Grass,City Abated,08/05/2009,Not Available,False,0.0,"1500 S Rutledge Dr
Urbana, IL
(40.100958801, -88.183647868)",40.100958801,-88.183647868
6016,19-000714,05/01/2019,2019,5,900 Block,North Division Avenue,05/01/2019,Weeds/Grass,City Abated,07/29/2019,Phone,False,246.5,"900 North Division Avenue
Urbana, IL
(40.121258606, -88.205176834)",40.121258606,-88.205176834
6017,19-002579,12/20/2019,2019,12,1200 Block,South Lanore Drive,12/20/2019,Municipal Waste,Voluntarily Complied,12/30/2019,Phone,False,0.0,"1200 South Lanore Drive
Urbana, IL
(40.101654282, -88.186453136)",40.101654282,-88.186453136
6018,22-002232,07/11/2022,2022,7,400 Block,South Webber Street,07/11/2022,Weeds/Grass,Voluntarily Complied,07/26/2022,Phone,False,0.0,"400 South Webber Street
Urbana, IL
(40.109985413, -88.19904168)",40.109985413,-88.19904168
6019,1408005,08/05/2014,2014,8,1200 BLOCK,E Main St,08/05/2014,Municipal Waste,Owner Abated,08/13/2014,Not Available,False,0.0,"1200 E Main St
Urbana, IL
(40.113027311, -88.1944351)",40.113027311,-88.1944351
6021,18-000720,07/03/2018,2018,7,1200 Block,W Hill Street,07/03/2018,Weeds/Grass,Voluntarily Complied,07/11/2018,Phone,False,0.0,"1200 W Hill Street
Urbana, IL
(40.119396844, -88.224145499)",40.119396844,-88.224145499
6022,1203001,03/06/2012,2012,3,400 BLOCK,S Orchard St,03/06/2012,Municipal Waste,Owner Abated,03/14/2012,Not Available,False,0.0,"400 S Orchard St
Urbana, IL
(40.109793711, -88.214453843)",40.109793711,-88.214453843
6023,1211011,11/19/2012,2012,11,800 BLOCK,E High St,11/19/2012,Municipal Waste,Owner Abated,11/27/2012,Not Available,False,0.0,"800 E High St
Urbana, IL
(40.110098943, -88.199047291)",40.110098943,-88.199047291
6025,1711001,11/06/2017,2017,11,1400 BLOCK,Wiley St,11/06/2017,Weeds/Grass,City Abated,11/06/2017,Not Available,False,0.0,"1400 Wiley St
Urbana, IL
(40.100611202, -88.197655189)",40.100611202,-88.197655189
6026,709038,09/11/2007,2007,9,1400 BLOCK,S Adams,09/12/2007,Municipal Waste,Owner Abated,09/20/2007,Not Available,False,0.0,"1400 S Adams
Urbana, IL
(40.099499054, -88.188025437)",40.099499054,-88.188025437
6027,808048,08/19/2008,2008,8,200 BLOCK,N Gregory St,08/20/2008,Municipal Waste,City Abated,08/28/2008,Not Available,False,0.0,"200 N Gregory St
Urbana, IL
(40.11364821, -88.220596342)",40.11364821,-88.220596342
6028,1107018,07/12/2011,2011,7,1300 BLOCK,N Berkley Av,07/13/2011,Weeds/Grass,Owner Abated,07/21/2011,Not Available,False,0.0,"1300 N Berkley Av
Urbana, IL
(40.124858616, -88.206426857)",40.124858616,-88.206426857
6029,701024,01/23/2007,2007,1,100 BLOCK,S Poplar St,01/24/2007,Municipal Waste,Owner Abated,02/01/2007,Not Available,False,0.0,"100 S Poplar St
Urbana, IL
(40.112913156, -88.194434536)",40.112913156,-88.194434536
6030,1508069,08/31/2015,2015,8,400 BLOCK,S Grove St,08/31/2015,Municipal Waste,Owner Abated,09/08/2015,Not Available,False,0.0,"400 S Grove St
Urbana, IL
(40.109953358, -88.201274212)",40.109953358,-88.201274212
6032,1412001,12/05/2014,2014,12,1800 BLOCK,S Larch Pl,12/05/2014,Municipal Waste,Owner Abated,12/13/2014,Not Available,False,0.0,"1800 S Larch Pl
Urbana, IL
(40.096732924, -88.197014795)",40.096732924,-88.197014795
6033,1407005,07/07/2014,2014,7,800 BLOCK,W Sunset Dr,07/07/2014,Weeds/Grass,City Abated,07/15/2014,Not Available,False,0.0,"800 W Sunset Dr
Urbana, IL
(40.123746664, -88.217075763)",40.123746664,-88.217075763
6034,23-002944,09/29/2023,2023,9,1400 Block,East Silver Street,09/29/2023,Municipal Waste,Voluntarily Complied,10/06/2023,Phone,False,0.0,"1400 East Silver Street
Urbana, IL
(40.09154792, -88.191705956)",40.09154792,-88.191705956
6037,1105017,05/05/2011,2011,5,1000 BLOCK,E Water St,05/06/2011,Weeds/Grass,Owner Abated,05/14/2011,Not Available,False,0.0,"1000 E Water St
Urbana, IL
(40.114035369, -88.19461263)",40.114035369,-88.19461263
6038,18-000931,08/29/2018,2018,8,2300 Block,"East ""Country Squire"" Drive",08/29/2018,Weeds/Grass,Voluntarily Complied,10/31/2018,Phone,False,0.0,"2300 East Country Squire Drive
Urbana, IL
(40.103259889, -88.177509554)",40.103259889,-88.177509554
6039,906012,06/02/2009,2009,6,600 BLOCK,S Busey Av,06/03/2009,Municipal Waste,Owner Abated,06/11/2009,Not Available,False,0.0,"600 S Busey Av
Urbana, IL
(40.108223226, -88.217614423)",40.108223226,-88.217614423
6040,1006055,06/08/2010,2010,6,0 BLOCK,Buena Vista Ct,06/09/2010,Weeds/Grass,Owner Abated,06/17/2010,Not Available,False,0.0,"0 Buena Vista Ct
Urbana, IL
(40.111869995, -88.214754997)",40.111869995,-88.214754997
6041,705032,05/07/2007,2007,5,1600 BLOCK,Hillcrest Dr,05/08/2007,Weeds/Grass,Owner Abated,05/16/2007,Not Available,False,0.0,"1600 Hillcrest Dr
Urbana, IL
(40.099423979, -88.203357034)",40.099423979,-88.203357034
6042,909050,09/22/2009,2009,9,1100 BLOCK,S Race St,09/23/2009,Weeds/Grass,City Abated,10/01/2009,Not Available,False,0.0,"1100 S Race St
Urbana, IL
(40.102802237, -88.209555696)",40.102802237,-88.209555696
6043,22-001186,05/12/2022,2022,5,1000 Block,North Busey Avenue,05/12/2022,Weeds/Grass,Voluntarily Complied,05/31/2022,Phone,False,0.0,"1000 North Busey Avenue
Urbana, IL
(40.121016152, -88.216888012)",40.121016152,-88.216888012
6044,23-003728,12/20/2023,2023,12,1100 Block,South Austin Drive,12/20/2023,Municipal Waste,Voluntarily Complied,01/02/2024,Phone,False,0.0,"1100 South Austin Drive
Urbana, IL
(40.10376461, -88.187452664)",40.10376461,-88.187452664
6045,1105097,05/19/2011,2011,5,1000 BLOCK,S Anderson St,05/20/2011,Weeds/Grass,Owner Abated,05/28/2011,Not Available,False,0.0,"1000 S Anderson St
Urbana, IL
(40.104936527, -88.200124905)",40.104936527,-88.200124905
6047,1005090,05/19/2010,2010,5,700 BLOCK,E Main St,05/20/2010,Weeds/Grass,Owner Abated,05/28/2010,Not Available,False,0.0,"700 E Main St
Urbana, IL
(40.112942735, -88.201362988)",40.112942735,-88.201362988
6049,1308007,08/09/2013,2013,8,1100 BLOCK,S Austin Dr,08/09/2013,Municipal Waste,Owner Abated,08/17/2013,Not Available,False,0.0,"1100 S Austin Dr
Urbana, IL
(40.10376461, -88.187452664)",40.10376461,-88.187452664
6050,1305017,05/07/2013,2013,5,1200 BLOCK,E Briarcliff Dr,05/07/2013,Weeds/Grass,Owner Abated,05/15/2013,Not Available,False,0.0,"1200 E Briarcliff Dr
Urbana, IL
(40.100909196, -88.194240855)",40.100909196,-88.194240855
6052,22-001875,06/14/2022,2022,6,1800 Block,East Fairfield Circle,06/14/2022,Weeds/Grass,City Abated,10/04/2022,Phone,False,255.5,"1800 East Fairfield Circle
Urbana, IL
(40.138069155, -88.184397333)",40.138069155,-88.184397333
